school,,address,Latitude,Longitude
문현고등학교,고등학교,서울특별시 송파구 충민로 115,37.4812764,127.1287497
보성고등학교,고등학교,서울특별시 송파구 양재대로 1278,37.5195624,127.1351642
배명고등학교,고등학교,서울특별시 송파구 삼학사로 11,37.4984761,127.0955809
잠실여자고등학교,고등학교,서울특별시 송파구 송파대로38길 8,37.5017159,127.1135991
정신여자고등학교,고등학교,서울특별시 송파구 올림픽로4길 16,37.5091964,127.0727415
영파여자고등학교,고등학교,서울특별시 송파구 올림픽로 565,37.5326565,127.1202571
영동일고등학교,고등학교,서울특별시 송파구 석촌호수로 93,37.5099074,127.0897718
명일여자고등학교,고등학교,서울특별시 강동구 명일로 350,37.5498157,127.1500544
둔촌고등학교,고등학교,서울특별시 강동구 명일로 140,37.530868,127.1439317
강일고등학교,고등학교,서울특별시 강동구 아리수로98길 40,37.5639542,127.1777631
선사고등학교,고등학교,서울특별시 강동구 고덕로25길 17,37.5564791,127.1359719
동북고등학교,고등학교,서울특별시 강동구 강동대로 305,37.5200101,127.1406733
상일여자고등학교,고등학교,서울특별시 강동구 천호대로219길 61,37.54795369,127.1702183
광문고등학교,고등학교,서울특별시 강동구 동남로 968,37.5602563,127.1585555
강동고등학교,고등학교,서울특별시 강동구 구천면로 572,37.54991683,127.1606671
한영고등학교,고등학교,서울특별시 강동구 동남로 832,37.5489092,127.1581885
동성고등학교,고등학교,서울특별시 종로구 대학로 156,37.5850756,127.0024292
중앙고등학교,고등학교,서울특별시 종로구 창덕궁길 164,37.584897,126.9870352
성동고등학교,고등학교,서울특별시 중구 퇴계로90길 17,37.5641164,127.0232038
이화여자고등학교,고등학교,서울특별시 중구 정동길,37.56557705,126.9696428
중경고등학교,고등학교,서울특별시 용산구 이촌로84길 34,37.5176026,126.9757149
경일고등학교,고등학교,서울특별시 성동구 성수일로 27,37.5435875,127.0480483
한양대학교사범대학부속고등학교,고등학교,서울특별시 성동구 마조로 42,37.56191893,127.042326
광양고등학교,고등학교,서울특별시 광진구 자양로3가길 31,37.5293846,127.0855989
청량고등학교,고등학교,서울특별시 동대문구 왕산로 303,37.5887771,127.0510593
경희고등학교,고등학교,서울특별시 동대문구 경희대로 26,37.5939495,127.0548902
대광고등학교,고등학교,서울특별시 동대문구 안암로 6,37.577861,127.0247227
면목고등학교,고등학교,서울특별시 중랑구 용마산로72길 36-14,37.5842779,127.0971627
원묵고등학교,고등학교,서울특별시 중랑구 숙선옹주로 82,37.6151791,127.0855959
경동고등학교,고등학교,서울특별시 성북구 보문로29길 49,37.586143,127.0149687
용문고등학교,고등학교,서울특별시 성북구 인촌로17가길 46,37.5881284,127.0250507
미양고등학교,고등학교,서울특별시 강북구 인수봉로 39,37.6232973,127.0122428
신일고등학교,고등학교,서울특별시 강북구 솔매로49길 20,37.6282824,127.0282661
도봉고등학교,고등학교,서울특별시 도봉구 도봉산길 27,37.6867707,127.0428051
선덕고등학교,고등학교,서울특별시 도봉구 시루봉로 53,37.655351,127.0268289
수락고등학교,고등학교,서울특별시 노원구 동일로245길 143,37.6827335,127.0535593
대성고등학교,고등학교,서울특별시 은평구 갈현로29길 51-24,37.6222852,126.9095921
하나고등학교,고등학교,서울특별시 은평구 연서로 535,37.6409443,126.9367183
이화여자대학교사범대학부속이화금란고등학교,고등학교,서울특별시 서대문구 성산로 560,37.56636584,126.947661
서울여자고등학교,고등학교,서울특별시 마포구 백범로25길 34,37.5478121,126.9485819
상암고등학교,고등학교,서울특별시 마포구 월드컵북로 445,37.5813832,126.8836186
숭문고등학교,고등학교,서울특별시 마포구 숭문길 99,37.5508728,126.9457596
양정고등학교,고등학교,서울특별시 양천구 안양천로 1039,37.5347501,126.8871706
한가람고등학교,고등학교,서울특별시 양천구 목동서로 15,37.5376281,126.8841248
등촌고등학교,고등학교,서울특별시 강서구 공항대로39길 115,37.5625935,126.8450161
구현고등학교,고등학교,서울특별시 구로구 경인로53가길 17,37.5022028,126.8744458
고척고등학교,고등학교,서울특별시 구로구 중앙로15길 162,37.5085758,126.8506504
우신고등학교,고등학교,서울특별시 구로구 부일로 917,37.4951383,126.8268765
금천고등학교,고등학교,서울특별시 금천구 시흥대로38길 26,37.444959,126.9055327
대영고등학교,고등학교,서울특별시 영등포구 도림로86길 16,37.50366271,126.9058641
장훈고등학교,고등학교,서울특별시 영등포구 영등포로64길 26,37.5133645,126.9151152
경문고등학교,고등학교,서울특별시 동작구 동작대로 171,37.4933383,126.9822717
당곡고등학교,고등학교,서울특별시 관악구 봉천로21길 108,37.4916205,126.9346016
미림여자고등학교,고등학교,서울특별시 관악구 호암로 546,37.4665516,126.932908
세화고등학교,고등학교,서울특별시 서초구 신반포로 56-7,37.5018343,126.9922636
세화여자고등학교,고등학교,서울특별시 서초구 신반포로 56-7,37.5018559,126.9922636
휘문고등학교,고등학교,서울특별시 강남구 역삼로 541,37.5049279,127.0620662
중동고등학교,고등학교,서울특별시 강남구 일원로 7,37.4935585,127.0804483
현대고등학교,고등학교,서울특별시 강남구 압구정로 127,37.5250492,127.0226425
보인고등학교,고등학교,서울특별시 송파구 오금로49길 18,37.4972181,127.1388757
배재고등학교,고등학교,서울특별시 강동구 고덕로 227,37.5558123,127.1504916
경복비즈니스고등학교,고등학교,서울특별시 강서구 화곡로 379,37.5580254,126.8526703
가재울고등학교,고등학교,서울특별시 서대문구 수색로 100-35,37.5743151,126.9095302
금호고등학교,고등학교,서울특별시 성동구 금호로 118,37.5536206,127.0234354
도선고등학교,고등학교,서울특별시 성동구 마장로 156,37.566656,127.0271249
환일고등학교,고등학교,서울특별시 중구 환일길 47,37.553868,126.9621659
계성고등학교,고등학교,서울특별시 성북구 길음로 63,37.6075189,127.0204337
대일관광고등학교,고등학교,서울특별시 양천구 신정이펜1로 11,37.51141277,126.8349048
풍문고등학교,고등학교,서울특별시 강남구 자곡로 152,37.4712504,127.1006925
숭인중학교,중학교,서울특별시 동대문구 천호대로47길 34,37.5737834,127.0438537
장평중학교,중학교,서울특별시 동대문구 답십리로72길 158,37.5665027,127.0705294
전일중학교,중학교,서울특별시 동대문구 사가정로13길 67,37.5819789,127.0583551
전농중학교,중학교,서울특별시 동대문구 사가정로13길 71,37.5803315,127.0601296
동대문중학교,중학교,서울특별시 동대문구 사가정로 59,37.5742981,127.0519039
성일중학교,중학교,서울특별시 동대문구 왕산로23길 55,37.5812877,127.0340095
청량중학교,중학교,서울특별시 동대문구 왕산로 301,37.5878065,127.0511245
전동중학교,중학교,서울특별시 동대문구 장안벚꽃로 291,37.5856607,127.0711298
휘경중학교,중학교,서울특별시 동대문구 망우로18나길 20,37.5871413,127.0620517
경희중학교,중학교,서울특별시 동대문구 경희대로 26,37.5939495,127.0548902
동국대학교사범대학부속중학교,중학교,서울특별시 동대문구 장안벚꽃로 201,37.57804844,127.0751705
정화여자중학교,중학교,서울특별시 동대문구 홍릉로15길 50,37.5857064,127.0408473
휘경여자중학교,중학교,서울특별시 동대문구 한천로 247,37.5831849,127.0673783
경희여자중학교,중학교,서울특별시 동대문구 경희대로 26,37.5939495,127.0548902
대광중학교,중학교,서울특별시 동대문구 안암로 6,37.577861,127.0247227
동원중학교,중학교,서울특별시 중랑구 양원역로 32,37.6037348,127.1088882
봉화중학교,중학교,서울특별시 중랑구 망우로70길 89,37.5960866,127.1042177
중화중학교,중학교,서울특별시 중랑구 용마산로 364,37.5846058,127.0952009
면목중학교,중학교,서울특별시 중랑구 용마산로70길 37,37.5830377,127.0960613
용마중학교,중학교,서울특별시 중랑구 면목로28길 18,37.5743518,127.0860548
원묵중학교,중학교,서울특별시 중랑구 신내로23길 57,37.6177721,127.0840347
태릉중학교,중학교,서울특별시 중랑구 공릉로2길 60-25,37.6123214,127.0830802
상봉중학교,중학교,서울특별시 중랑구 상봉중앙로8나길 28,37.6014604,127.0900877
신현중학교,중학교,서울특별시 중랑구 봉화산로 162,37.6046114,127.0916088
중랑중학교,중학교,서울특별시 중랑구 동일로140길 33,37.6051919,127.0813987
장안중학교,중학교,서울특별시 중랑구 동일로 780,37.6005832,127.0809446
송곡여자중학교,중학교,서울특별시 중랑구 양원역로 67,37.6063172,127.1053091
영란여자중학교,중학교,서울특별시 중랑구 망우로73길 56,37.6037439,127.1049617
혜원여자중학교,중학교,서울특별시 중랑구 봉우재로58길 39,37.592991,127.0967967
구산중학교,중학교,서울특별시 은평구 갈현로15길 20-23,37.6096859,126.9088711
증산중학교,중학교,서울특별시 은평구 증산로5길 27-30,37.5833357,126.9039526
신도중학교,중학교,서울특별시 은평구 진관1로 77-30,37.6327604,126.9308427
진관중학교,중학교,서울특별시 은평구 진관4로 36,37.6439091,126.9256292
은평중학교,중학교,서울특별시 은평구 갈현로17나길 12-1,37.6107316,126.9084436
불광중학교,중학교,서울특별시 은평구 불광로 180,37.6230951,126.932123
연신중학교,중학교,서울특별시 은평구 연서로33길 16-32,37.6234911,126.9247507
연천중학교,중학교,서울특별시 은평구 연서로41길 30,37.6274422,126.9258482
상신중학교,중학교,서울특별시 은평구 증산로15길 61,37.5898474,126.906663
덕산중학교,중학교,서울특별시 은평구 가좌로 400,37.6021261,126.9044799
연서중학교,중학교,서울특별시 은평구 증산서길 125-6,37.5869994,126.9097051
대성중학교,중학교,서울특별시 은평구 갈현로29길 51-24,37.6222852,126.9095921
숭실중학교,중학교,서울특별시 은평구 은평터널로7길 6,37.593125,126.9032327
선일여자중학교,중학교,서울특별시 은평구 갈현로29길 27,37.6197088,126.9126173
예일여자중학교,중학교,서울특별시 은평구 연서로 117,37.6101791,126.9151623
선정중학교,중학교,서울특별시 은평구 서오릉로20길 19,37.618336,126.9087107
영락중학교,중학교,서울특별시 은평구 백련산로 134-6,37.59695868,126.9251334
충암중학교,중학교,서울특별시 은평구 가좌로5길 5,37.5850457,126.9217386
연희중학교,중학교,서울특별시 서대문구 증가로 170,37.5794106,126.9187767
신연중학교,중학교,서울특별시 서대문구 모래내로 408,37.5824549,126.9394981
연북중학교,중학교,서울특별시 서대문구 연희로36길 32,37.5772168,126.9385603
서연중학교,중학교,서울특별시 서대문구 연희로11마길 9-6,37.5681089,126.9276344
홍은중학교,중학교,서울특별시 서대문구 연희로41길 94,37.5926855,126.9351327
인왕중학교,중학교,서울특별시 서대문구 세검정로4길,37.5926488,126.9517708
인창중학교,중학교,서울특별시 서대문구 경기대로 65,37.5651781,126.9639075
한성중학교,중학교,서울특별시 서대문구 북아현로1길 24,37.55909581,126.9544568
동명여자중학교,중학교,서울특별시 서대문구 독립문로 49,37.5685235,126.9623079
중앙여자중학교,중학교,서울특별시 서대문구 북아현로11가길 7,37.5628641,126.9531684
정원여자중학교,중학교,서울특별시 서대문구 연희로37안길 51,37.5850101,126.9332912
이화여자대학교사범대학부속이화금란중학교,중학교,서울특별시 서대문구 성산로 520,37.56312436,126.9443854
명지중학교,중학교,서울특별시 서대문구 명지2길 56,37.5848709,126.9270773
서울여자중학교,중학교,서울특별시 마포구 백범로25길 34,37.5478121,126.9485819
성사중학교,중학교,서울특별시 마포구 모래내로9길 16,37.5682832,126.9133116
창천중학교,중학교,서울특별시 마포구 백범로1길 56,37.5548546,126.9393201
성서중학교,중학교,서울특별시 마포구 성산로4길 42,37.5626372,126.9085186
신수중학교,중학교,서울특별시 마포구 신수로 49,37.546446,126.9336333
아현중학교,중학교,서울특별시 마포구 마포대로 247,37.5564008,126.9565001
중암중학교,중학교,서울특별시 마포구 월드컵북로38길 25,37.5723226,126.9033873
성산중학교,중학교,서울특별시 마포구 성지1길 32-13,37.547454,126.9160619
상암중학교,중학교,서울특별시 마포구 상암산로1길 26,37.5788784,126.8878697
숭문중학교,중학교,서울특별시 마포구 숭문길 99,37.55088946,126.9457706
광성중학교,중학교,서울특별시 마포구 신수로8길 20,37.5486226,126.9363687
경성중학교,중학교,서울특별시 마포구 성미산로 111,37.56350983,126.9191674
홍익대학교사범대학부속여자중학교,중학교,서울특별시 마포구 성미산로 51,37.5601359,126.9134939
동도중학교,중학교,서울특별시 마포구 백범로 139,37.5463299,126.9473737
구일중학교,중학교,서울특별시 구로구 구일로 90-133,37.4950996,126.8737218
신도림중학교,중학교,서울특별시 구로구 경인로63길 74,37.5108953,126.8853644
경인중학교,중학교,서울특별시 구로구 경인로 301,37.4982046,126.8542405
오남중학교,중학교,서울특별시 구로구 오리로9길 25,37.4871448,126.8359411
개봉중학교,중학교,서울특별시 구로구 고척로21나길 68,37.5029403,126.8422137
개웅중학교,중학교,서울특별시 구로구 개봉로11길 81,37.4873146,126.851246
고척중학교,중학교,서울특별시 구로구 중앙로3길 20,37.5002646,126.861981
오류중학교,중학교,서울특별시 구로구 고척로27바길 19,37.5078957,126.8461243
구로중학교,중학교,서울특별시 구로구 구로중앙로 48,37.4946496,126.8909153
영림중학교,중학교,서울특별시 구로구 가마산로27길 17,37.4975539,126.8903736
영서중학교,중학교,서울특별시 구로구 도림로20길 35,37.4889819,126.8942198
우신중학교,중학교,서울특별시 구로구 부일로 917,37.4951383,126.8268765
시흥중학교,중학교,서울특별시 금천구 시흥대로38길 60,37.4460493,126.9051484
문성중학교,중학교,서울특별시 금천구 독산로102길 78,37.4754183,126.9079037
세일중학교,중학교,서울특별시 금천구 시흥대로147길 34,37.4746253,126.8954859
가산중학교,중학교,서울특별시 금천구 시흥대로115길 48,37.4685225,126.8943615
난곡중학교,중학교,서울특별시 금천구 문성로 67,37.4778025,126.9107419
안천중학교,중학교,서울특별시 금천구 한내로 69-44,37.4593606,126.8874105
문일중학교,중학교,서울특별시 금천구 시흥대로47길 45,37.4493523,126.8984231
동일중학교,중학교,서울특별시 금천구 탑골로10길 45,37.45167193,126.9168874
영원중학교,중학교,서울특별시 영등포구 영등포로62길 31,37.5150593,126.913731
당산중학교,중학교,서울특별시 영등포구 버드나루로 160,37.5314041,126.9075733
당산서중학교,중학교,서울특별시 영등포구 당산로41길 12,37.5322632,126.8985048
문래중학교,중학교,서울특별시 영등포구 선유서로13길 6,37.5202148,126.884443
선유중학교,중학교,서울특별시 영등포구 선유로 213,37.5328432,126.8942213
영남중학교,중학교,서울특별시 영등포구 대림로31나길 17,37.4976237,126.8958925
대림중학교,중학교,서울특별시 영등포구 시흥대로185길 6,37.4920503,126.9077656
양화중학교,중학교,서울특별시 영등포구 당산로 56,37.5197727,126.8960538
대영중학교,중학교,서울특별시 영등포구 도림로80가길 14,37.503337,126.9049773
윤중중학교,중학교,서울특별시 영등포구 여의동로3길 3,37.5189785,126.923703
여의도중학교,중학교,서울특별시 영등포구 국제금융로7길 46,37.5239481,126.9357145
북서울중학교,중학교,서울특별시 도봉구 도봉로169가길 33,37.6813005,127.0430239
도봉중학교,중학교,서울특별시 도봉구 마들로 671,37.6707284,127.0459742
신방학중학교,중학교,서울특별시 도봉구 시루봉로 156,37.6636445,127.0295168
방학중학교,중학교,서울특별시 도봉구 시루봉로 188,37.6653358,127.0316064
창동중학교,중학교,서울특별시 도봉구 방학로 32,37.6629833,127.0497887
백운중학교,중학교,서울특별시 도봉구 도봉로129길 50,37.6563724,127.0358991
신도봉중학교,중학교,서울특별시 도봉구 도봉로115길 16,37.6492547,127.0331989
효문중학교,중학교,서울특별시 도봉구 우이천로 432,37.6520737,127.0183774
노곡중학교,중학교,서울특별시 도봉구 노해로70길 95,37.6485909,127.053561
창일중학교,중학교,서울특별시 도봉구 노해로66길 60,37.6488018,127.0465188
창북중학교,중학교,서울특별시 도봉구 노해로62길 33,37.6494708,127.0385766
정의여자중학교,중학교,서울특별시 도봉구 노해로49길 69,37.6529105,127.0318063
선덕중학교,중학교,서울특별시 도봉구 시루봉로 53,37.655351,127.0268289
상원중학교,중학교,서울특별시 노원구 수락산로 182,37.6715436,127.0595044
상경중학교,중학교,서울특별시 노원구 동일로227길 61,37.6670457,127.0533357
하계중학교,중학교,서울특별시 노원구 노원로 261-8,37.6410862,127.0719341
불암중학교,중학교,서울특별시 노원구 한글비석로5길 45,37.6459258,127.0735521
공릉중학교,중학교,서울특별시 노원구 노원로1길 42,37.6222083,127.0837653
태랑중학교,중학교,서울특별시 노원구 화랑로51나길 51,37.6266378,127.0918527
한천중학교,중학교,서울특별시 노원구 공릉로 265,37.63131305,127.0724683
상계중학교,중학교,서울특별시 노원구 노원로 398,37.6526466,127.0688583
온곡중학교,중학교,서울특별시 노원구 노원로 492,37.6602624,127.0644701
노원중학교,중학교,서울특별시 노원구 동일로213길 26,37.6491471,127.0594579
노일중학교,중학교,서울특별시 노원구 동일로231길 24,37.6725826,127.0539025
수락중학교,중학교,서울특별시 노원구 동일로 1729,37.6827948,127.0545923
녹천중학교,중학교,서울특별시 노원구 월계로 376,37.6313108,127.0620087
월계중학교,중학교,서울특별시 노원구 월계로45가길 54,37.6305995,127.0523673
신창중학교,중학교,서울특별시 노원구 월계로45길 92,37.6283226,127.0474202
상계제일중학교,중학교,서울특별시 노원구 덕릉로86길 29-15,37.661342,127.0777604
중계중학교,중학교,서울특별시 노원구 덕릉로76길 23,37.6550962,127.0754735
을지중학교,중학교,서울특별시 노원구 덕릉로 580,37.6495848,127.071707
중원중학교,중학교,서울특별시 노원구 공릉로 420,37.6441977,127.0680699
중평중학교,중학교,서울특별시 노원구 동일로203길 87,37.6369404,127.062228
신상중학교,중학교,서울특별시 노원구 동일로216길 42,37.6516104,127.0636359
광운중학교,중학교,서울특별시 노원구 광운로1길 24,37.6208454,127.0561467
염광중학교,중학교,서울특별시 노원구 월계로45가길 9,37.6302165,127.0492435
상명중학교,중학교,서울특별시 노원구 덕릉로 553,37.6494211,127.0682006
청원중학교,중학교,서울특별시 노원구 한글비석로 506,37.6660284,127.0620129
재현중학교,중학교,서울특별시 노원구 덕릉로82길 64,37.6615474,127.0814504
서울대학교사범대학부설여자중학교,중학교,서울특별시 종로구 대학로 64,37.5770935,127.003843
청운중학교,중학교,서울특별시 종로구 창의문로 51,37.5896155,126.970349
대신중학교,중학교,서울특별시 종로구 사직로 9,37.5734256,126.9618971
동성중학교,중학교,서울특별시 종로구 대학로 156,37.5850524,127.0024292
경신중학교,중학교,서울특별시 종로구 혜화로 74,37.5914502,127.0006702
덕성여자중학교,중학교,서울특별시 종로구 율곡로3길 49,37.5779699,126.9817133
배화여자중학교,중학교,서울특별시 종로구 필운대로1길 34,37.57849658,126.9668889
상명대학교사범대학부속여자중학교,중학교,서울특별시 종로구 홍지문2길 20,37.6041771,126.9556929
중앙중학교,중학교,서울특별시 종로구 창덕궁길 164,37.584897,126.9870352
창덕여자중학교,중학교,서울특별시 중구 정동길 22,37.5664694,126.9695822
금호여자중학교,중학교,서울특별시 중구 청구로 6,37.5578679,127.0200384
덕수중학교,중학교,서울특별시 중구 마른내로9길 10,37.5653267,126.9972317
장원중학교,중학교,서울특별시 중구 동호로15길 93-34,37.5537683,127.0063639
한양중학교,중학교,서울특별시 중구 을지로 299,37.5653699,127.0118163
대경중학교,중학교,서울특별시 중구 매봉18길 111,37.55669583,127.0175331
장충중학교,중학교,서울특별시 중구 동호로15길 93,37.5531662,127.0065905
용산중학교,중학교,서울특별시 용산구 두텁바위로 74,37.5463224,126.9810267
선린중학교,중학교,서울특별시 용산구 원효로97길 33-4,37.5427169,126.9663628
한강중학교,중학교,서울특별시 용산구 녹사평대로 73,37.523952,126.9923454
용강중학교,중학교,서울특별시 용산구 이촌로65가길 91,37.5211849,126.9758922
오산중학교,중학교,서울특별시 용산구 보광로7길 17,37.52378179,127.0008688
배문중학교,중학교,서울특별시 용산구 효창원로 258,37.54991971,126.9639049
신광여자중학교,중학교,서울특별시 용산구 청파로 263,37.5431703,126.9699957
보성여자중학교,중학교,서울특별시 용산구 신흥로3가길 66,37.5426751,126.9844016
성심여자중학교,중학교,서울특별시 용산구 원효로19길 49,37.5341025,126.9542291
방산중학교,중학교,서울특별시 송파구 오금로29길 31,37.5091513,127.1219039
서울체육중학교,중학교,서울특별시 송파구 강동대로 232,37.5216734,127.130579
오륜중학교,중학교,서울특별시 송파구 양재대로 1242,37.5161458,127.1388726
가원중학교,중학교,서울특별시 송파구 중대로10길 40-18,37.490634,127.1230469
문정중학교,중학교,서울특별시 송파구 문정로 73,37.4885685,127.1299473
신천중학교,중학교,서울특별시 송파구 백제고분로 11,37.5162057,127.0783933
잠신중학교,중학교,서울특별시 송파구 잠실로 12,37.5158407,127.0876619
잠실중학교,중학교,서울특별시 송파구 올림픽로35길 130,37.5178192,127.0986647
석촌중학교,중학교,서울특별시 송파구 송이로15길 13,37.5011612,127.1212477
송파중학교,중학교,서울특별시 송파구 동남로 203,37.4960117,127.1297717
거원중학교,중학교,서울특별시 송파구 양산로2길 30,37.4874893,127.1465347
방이중학교,중학교,서울특별시 송파구 오금로11길 64,37.5149532,127.113231
가락중학교,중학교,서울특별시 송파구 송이로 45,37.5026324,127.1186676
세륜중학교,중학교,서울특별시 송파구 양재대로72길 41,37.5085227,127.1312179
오금중학교,중학교,서울특별시 송파구 오금로35길 20,37.5050018,127.1282173
오주중학교,중학교,서울특별시 송파구 동남로 281,37.50166,127.136224
풍납중학교,중학교,서울특별시 송파구 올림픽로43길 20,37.5255375,127.1159443
풍성중학교,중학교,서울특별시 송파구 강동대로2길 27,37.5255948,127.1127759
아주중학교,중학교,서울특별시 송파구 올림픽로4길 69,37.50522875,127.0765489
문현중학교,중학교,서울특별시 송파구 충민로 99,37.4805468,127.1279339
보성중학교,중학교,서울특별시 송파구 양재대로 1278,37.5195022,127.1351642
배명중학교,중학교,서울특별시 송파구 삼학사로 11,37.4984761,127.0955809
보인중학교,중학교,서울특별시 송파구 오금로49길 18,37.497266,127.1388757
영파여자중학교,중학교,서울특별시 송파구 올림픽로 565,37.5326565,127.1202571
일신여자중학교,중학교,서울특별시 송파구 송파대로38길 8,37.5017771,127.1135991
정신여자중학교,중학교,서울특별시 송파구 올림픽로4길 16,37.5091964,127.0727415
강명중학교,중학교,서울특별시 강동구 상일로12길 56,37.55559451,127.1748984
천일중학교,중학교,서울특별시 강동구 천중로 57,37.5458932,127.1275908
둔촌중학교,중학교,서울특별시 강동구 진황도로61길 25-30,37.5304436,127.145921
강동중학교,중학교,서울특별시 강동구 풍산로 237,37.5694623,127.177855
고덕중학교,중학교,서울특별시 강동구 동남로82길 94,37.5601307,127.1610289
명일중학교,중학교,서울특별시 강동구 양재대로156길 57,37.557063,127.1477463
신명중학교,중학교,서울특별시 강동구 명일로24길 25,37.54182637,127.1492982
한산중학교,중학교,서울특별시 강동구 풍성로 251,37.5287123,127.1402895
성내중학교,중학교,서울특별시 강동구 성안로7길 36,37.529222,127.1296609
신암중학교,중학교,서울특별시 강동구 고덕로 65,37.555955,127.1330777
강일중학교,중학교,서울특별시 강동구 고덕로27길 12,37.5551525,127.1382586
천호중학교,중학교,서울특별시 강동구 상암로 153,37.5466448,127.1392699
동신중학교,중학교,서울특별시 강동구 진황도로 72,37.536407,127.1343241
배재중학교,중학교,서울특별시 강동구 고덕로 227,37.5558123,127.1504916
동북중학교,중학교,서울특별시 강동구 강동대로 305,37.5200101,127.1406733
상일여자중학교,중학교,서울특별시 강동구 천호대로219길 61,37.54795369,127.1702183
성덕여자중학교,중학교,서울특별시 강동구 구천면로 396,37.5495933,127.1425564
한영중학교,중학교,서울특별시 강동구 동남로 832,37.5489092,127.1581466
목운중학교,중학교,서울특별시 양천구 목동동로 235,37.5269022,126.8730106
양동중학교,중학교,서울특별시 양천구 목동중앙북로 49,37.5479348,126.8691419
신목중학교,중학교,서울특별시 양천구 목동중앙로 88,37.5368606,126.8728552
신서중학교,중학교,서울특별시 양천구 중앙로 206,37.51596581,126.8550154
목일중학교,중학교,서울특별시 양천구 목동동로8길 70,37.5133313,126.8737628
신남중학교,중학교,서울특별시 양천구 중앙로29길 109,37.520554,126.8478926
신화중학교,중학교,서울특별시 양천구 남부순환로29길 35,37.5406168,126.8300275
신월중학교,중학교,서울특별시 양천구 남부순환로29길 25,37.5406576,126.8285666
신원중학교,중학교,서울특별시 양천구 가로공원로55길 19,37.5367988,126.8238344
양서중학교,중학교,서울특별시 양천구 남부순환로 380,37.5322157,126.8291403
양강중학교,중학교,서울특별시 양천구 중앙로 319,37.5246363,126.849861
양천중학교,중학교,서울특별시 양천구 지양로7길 32,37.5195099,126.8307371
강신중학교,중학교,서울특별시 양천구 남부순환로 604,37.5150787,126.8388714
목동중학교,중학교,서울특별시 양천구 목동동로 172,37.5206085,126.8717016
금옥중학교,중학교,서울특별시 양천구 신정로 213,37.5106219,126.8442611
월촌중학교,중학교,서울특별시 양천구 목동서로 31,37.5375617,126.882725
영도중학교,중학교,서울특별시 양천구 목동중앙남로 27,37.5364895,126.8663661
양정중학교,중학교,서울특별시 양천구 안양천로 1039,37.5347501,126.8871706
봉영여자중학교,중학교,서울특별시 양천구 목동동로2길 68,37.5090728,126.8607466
등명중학교,중학교,서울특별시 강서구 공항대로39길 39,37.5601467,126.8433052
성재중학교,중학교,서울특별시 강서구 허준로 36,37.5692295,126.8452929
삼정중학교,중학교,서울특별시 강서구 금낭화로 210,37.581086,126.8108847
수명중학교,중학교,서울특별시 강서구 수명로2길 16,37.5486465,126.8236662
공진중학교,중학교,서울특별시 강서구 양천로55길 56,37.5664762,126.851037
경서중학교,중학교,서울특별시 강서구 양천로59길 31,37.56124257,126.8577618
공항중학교,중학교,서울특별시 강서구 방화대로 241,37.5624596,126.8153399
송정중학교,중학교,서울특별시 강서구 남부순환로 121,37.5537316,126.8150759
백석중학교,중학교,서울특별시 강서구 등촌로51나길 35,37.5483517,126.858808
방화중학교,중학교,서울특별시 강서구 개화동로27길 9,37.5651074,126.8068782
방원중학교,중학교,서울특별시 강서구 금낭화로 268,37.5760462,126.8088127
염창중학교,중학교,서울특별시 강서구 양천로67가길 83,37.5539218,126.8717382
염경중학교,중학교,서울특별시 강서구 양천로69길 35,37.5540683,126.8707547
화원중학교,중학교,서울특별시 강서구 강서로17나길 86,37.5363887,126.8425137
등원중학교,중학교,서울특별시 강서구 화곡로65길 50,37.5597222,126.851607
마포중학교,중학교,서울특별시 강서구 화곡로 403,37.55998993,126.8531328
화곡중학교,중학교,서울특별시 강서구 강서로45길 70,37.5488204,126.8328267
명덕여자중학교,중학교,서울특별시 강서구 강서로47길 34-10,37.5536011,126.834718
신정여자중학교,중학교,서울특별시 강서구 등촌로13아길 20,37.5380245,126.8568925
덕원중학교,중학교,서울특별시 강서구 강서로45길 91-44,37.5485816,126.8290111
등촌중학교,중학교,서울특별시 강서구 공항대로 484-12,37.552641,126.8594058
반포중학교,중학교,서울특별시 서초구 신반포로 67,37.5030439,126.9918514
이수중학교,중학교,서울특별시 서초구 방배중앙로3길 32,37.4809574,126.9903022
경원중학교,중학교,서울특별시 서초구 신반포로33길 39,37.5107518,127.0089613
원촌중학교,중학교,서울특별시 서초구 사평대로45길 10,37.506062,127.0139388
신반포중학교,중학교,서울특별시 서초구 신반포로19길 26,37.5060693,126.995876
방배중학교,중학교,서울특별시 서초구 동광로 144,37.4944786,126.9982545
서일중학교,중학교,서울특별시 서초구 서운로21길 2,37.4990561,127.0221387
서운중학교,중학교,서울특별시 서초구 서운로 115,37.493993,127.0247303
서초중학교,중학교,서울특별시 서초구 반포대로13길 48,37.4854122,127.0087082
언남중학교,중학교,서울특별시 서초구 동산로 55,37.4724059,127.0444116
신동중학교,중학교,서울특별시 서초구 나루터로 27,37.5167005,127.0129459
세화여자중학교,중학교,서울특별시 서초구 신반포로 56-7,37.5018559,126.9922636
동덕여자중학교,중학교,서울특별시 서초구 효령로2길 123-5,37.4759144,126.9927567
서문여자중학교,중학교,서울특별시 서초구 동광로12길 84,37.4885743,126.985083
언북중학교,중학교,서울특별시 강남구 도산대로38길 27,37.51928,127.033073
신사중학교,중학교,서울특별시 강남구 압구정로 123,37.5247079,127.02115
